2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:578  {"uuid": "475dee5c-dce3-406a-b974-35afba96b411", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/cc-flexo-ot/id/1519879/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "74a0d1e7-92d4-4fe4-a887-71aa2beaf94e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1608660934&key=c1381d841ce578bccf5024979da0207e&cid=263316", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Flexo OT", "previous": {"uuid": "a64f7782-8e6c-4e01-a0c9-14f29d65f257", "url": "https://www.simsfinds.com/continue?key=c1381d841ce578bccf5024979da0207e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Flexo OT", "previous": {"uuid": "0fc2cfa5-d3e7-496f-9083-8741e2dcd7d1", "url": "https://www.simsfinds.com/downloads/263316/carvin-captoor-s-cc-flexo-ot-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Flexo OT", "previous": null}}}}
2025-02-06 17:31:00:578  {"uuid": "84006724-e00f-4e54-8881-392508c108f7", "url": "https://cubersims.tumblr.com/post/645363837618520064/180-download-square-neck-bodysuit-just-a-simple", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "dd480b25-f73a-4912-82ce-633bbe97f3e6", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1618699324&key=0196947cd0d9952a5f37daab6a242c1f&cid=276897", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "cubersims- Square Neck Bodysuit", "previous": {"uuid": "4a9b5b23-feff-4c6b-9cd5-f5ae5d6602b7", "url": "https://www.simsfinds.com/continue?key=0196947cd0d9952a5f37daab6a242c1f", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "cubersims- Square Neck Bodysuit", "previous": {"uuid": "f291b228-8b15-46b5-9436-5e2e65b3c6ec", "url": "https://www.simsfinds.com/downloads/276897/cubersims-square-neck-bodysuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "cubersims- Square Neck Bodysuit", "previous": null}}}}
2025-02-06 17:31:00:578  {"uuid": "fcdc0408-4d7a-4ca1-994b-5dc59651b77e", "url": "https://wildlyminiaturesandwich.tumblr.com/post/174528873244/i-made-a-cute-little-summer-romper-for-my-sims-d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "5fd56aee-df97-4fb2-bd1c-8a9a1c5ed2dd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1528085570&key=691d848169017e00840e92b8f507a3bc&cid=114549", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYDIA ROMPER by wildlyminiaturesandwich", "previous": {"uuid": "d85e3ab0-f457-45f3-9ff3-35d8ce59fbda", "url": "https://www.simsfinds.com/continue?key=691d848169017e00840e92b8f507a3bc", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYDIA ROMPER by wildlyminiaturesandwich", "previous": {"uuid": "d6f0f093-a4dd-4b83-9e51-84f1028423ca", "url": "https://www.simsfinds.com/downloads/114549/lydia-romper-by-wildlyminiaturesandwich-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYDIA ROMPER by wildlyminiaturesandwich", "previous": null}}}}
2025-02-06 17:31:00:578  {"uuid": "e4732541-dbc2-4034-a277-d2b24c03e60a", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/cc-backless-zipper-strap/id/1502030/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "2e877b1f-bc23-4237-8cfd-f754e814362d", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1596981706&key=ac5f90214e3088b31e1879ee56d1ed88&cid=230670", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Backless zipper strap", "previous": {"uuid": "c0dc16d5-83df-4aea-83ea-1eef8563b05f", "url": "https://www.simsfinds.com/continue?key=ac5f90214e3088b31e1879ee56d1ed88", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Backless zipper strap", "previous": {"uuid": "f79d85f4-bab8-4e8e-86d0-f0d731cc6568", "url": "https://www.simsfinds.com/downloads/230670/carvin-captoor-s-cc-backless-zipper-strap-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Backless zipper strap", "previous": null}}}}
2025-02-06 17:31:00:578  {"uuid": "97bceaab-1173-419f-88cd-7312240684f9", "url": "http://www.christopher067.com/coven-bodysuit", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "85a11935-b8e4-440c-83bc-a7bcc0e006f4", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1509460484&key=14f4972736f1df51aae3e3f239a34b04&cid=95192", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Coven Bodysuit", "previous": {"uuid": "e9e21d0a-bd04-4b3d-8ea1-bb89749512ae", "url": "https://www.simsfinds.com/continue?key=14f4972736f1df51aae3e3f239a34b04", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Coven Bodysuit", "previous": {"uuid": "20721744-32ed-4ba1-a2f2-fc526ce15a56", "url": "https://www.simsfinds.com/downloads/95192/coven-bodysuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Coven Bodysuit", "previous": null}}}}
2025-02-06 17:31:00:599  {"uuid": "b78c7e6f-3e29-4d30-9cb1-57d92e1d89fb", "url": "https://toxicsimlish.tumblr.com/post/174500324912/lauren-playsuit-summers-coming-soon-and-to", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "0be66570-248e-42ad-b16c-0c63b561f98e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1528084390&key=f430842317855aabe4b21394573733d0&cid=114533", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LAUREN | PLAYSUIT by toxicsimlish", "previous": {"uuid": "a7652b03-6f79-43e9-a3ff-8233fab34470", "url": "https://www.simsfinds.com/continue?key=f430842317855aabe4b21394573733d0", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LAUREN | PLAYSUIT by toxicsimlish", "previous": {"uuid": "c6411484-0d31-4d06-bd4a-dbb3da231632", "url": "https://www.simsfinds.com/downloads/114533/lauren-playsuit-by-toxicsimlish-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LAUREN | PLAYSUIT by toxicsimlish", "previous": null}}}}
2025-02-06 17:31:00:603  {"uuid": "28d6e8b5-4df0-4984-872b-e38f70ac1db7", "url": "https://www.simmerkate.co.uk/single-post/ribbed-playsuits", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "4f7fa6d3-8649-4018-8732-67c991fde65c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1626336523&key=24551bb5d385bf18cc8042b12ed5274d&cid=281657", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ribbed Playsuits", "previous": {"uuid": "f695f128-4b1c-4ef2-8d04-42b8d1fa075e", "url": "https://www.simsfinds.com/continue?key=24551bb5d385bf18cc8042b12ed5274d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ribbed Playsuits", "previous": {"uuid": "3de53c20-7e01-41a3-88bf-32a315a40933", "url": "https://www.simsfinds.com/downloads/281657/ribbed-playsuits-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ribbed Playsuits", "previous": null}}}}
2025-02-06 17:31:00:609  {"uuid": "70bb2da3-432d-4566-aa5f-d41624976c48", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/leather-jumpsuit-bd206/id/1482011/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "47823193-da2d-4a9a-92ef-0ce88ebc1817", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1584633542&key=6098f97647bab5e1cf8dcb21b0e1b452&cid=202282", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Leather Jumpsuit BD206", "previous": {"uuid": "eb229e6f-626f-4ba1-a5b3-44dc09dca725", "url": "https://www.simsfinds.com/continue?key=6098f97647bab5e1cf8dcb21b0e1b452", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Leather Jumpsuit BD206", "previous": {"uuid": "a6b755c8-c56f-4720-b7b6-543ecaf95319", "url": "https://www.simsfinds.com/downloads/202282/leather-jumpsuit-bd206-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Leather Jumpsuit BD206", "previous": null}}}}
2025-02-06 17:31:00:609  {"uuid": "1ea0257c-b2b3-4592-8308-ae1d89181d00", "url": "https://emilyccfinds.tumblr.com/post/166879444222/ruffle-bell-sleeve-playsuit-12-colors-custom", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "c79eb8d1-5d99-413d-97dc-8c0c7b138139", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1632389492&key=1c88f8336914735dc58f7ee5b28b62e7&cid=289886", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ruffle Bell Sleeve Playsuit", "previous": {"uuid": "01198aa2-5454-4f38-b4b4-6b23da400914", "url": "https://www.simsfinds.com/continue?key=1c88f8336914735dc58f7ee5b28b62e7", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ruffle Bell Sleeve Playsuit", "previous": {"uuid": "3ec2bb34-3759-467a-9ba4-e31a04852345", "url": "https://www.simsfinds.com/downloads/289886/ruffle-bell-sleeve-playsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ruffle Bell Sleeve Playsuit", "previous": null}}}}
2025-02-06 17:31:00:609  {"uuid": "db786fcb-19c6-4a9b-96ac-e2ad55dd7c8e", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/jumpsuit-teodora/id/1503911/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "976ca1c8-3196-4b56-bc8e-c8b1605ec25b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1598371786&key=fb7d2b6edd1aefd0968fd59084f61db9&cid=234817", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYLLYAN&#39;s Jumpsuit Teodora", "previous": {"uuid": "8d8518c4-d376-4a38-9db4-199001568054", "url": "https://www.simsfinds.com/continue?key=fb7d2b6edd1aefd0968fd59084f61db9", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYLLYAN&#39;s Jumpsuit Teodora", "previous": {"uuid": "82728aea-efba-49b6-83e4-bc3ce8485dfe", "url": "https://www.simsfinds.com/downloads/234817/lyllyan-s-jumpsuit-teodora-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LYLLYAN&#39;s Jumpsuit Teodora", "previous": null}}}}
2025-02-06 17:31:00:609  {"uuid": "319bbdb4-4a65-4f23-a095-2acf414448b5", "url": "https://zbyzen.wixsite.com/zbyzen/product-page/neon-kalani-short-set", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b81a75c8-e880-4cc7-8e29-6a61ac19f3c3", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1706319933&key=08d26f15228ab066f5b67c6b1bb039ba&cid=339657", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Bawdy Jumpsuit by zbyzen", "previous": {"uuid": "ae814608-7d99-4266-b3b6-1545a3af8eac", "url": "https://www.simsfinds.com/continue?key=08d26f15228ab066f5b67c6b1bb039ba", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Bawdy Jumpsuit by zbyzen", "previous": {"uuid": "d416776a-4092-405d-9839-bbf7f263fd74", "url": "https://www.simsfinds.com/downloads/339657/bawdy-jumpsuit-by-zbyzen-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Bawdy Jumpsuit by zbyzen", "previous": null}}}}
2025-02-06 17:31:00:610  {"uuid": "8500384d-ce72-429a-b14a-473e76ffe90f", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/hm-super-mini-denim-jumpsuit/id/1457973/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "e5fe337d-9c05-4d96-b5de-4340bacb838c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1565022246&key=c00c4d909118d0f52d1b3440b9c6fc42&cid=164556", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "HM Super Mini Denim Jumpsuit", "previous": {"uuid": "21b684f5-2777-45a9-8d0f-b9cc10a967c7", "url": "https://www.simsfinds.com/continue?key=c00c4d909118d0f52d1b3440b9c6fc42", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "HM Super Mini Denim Jumpsuit", "previous": {"uuid": "ab50fe69-e5c0-4500-88da-2f878629fa71", "url": "https://www.simsfinds.com/downloads/164556/hm-super-mini-denim-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "HM Super Mini Denim Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:611  {"uuid": "55a30760-b279-48fe-897a-07a443f2b598", "url": "https://www.candysims.com/dorajumpsuit", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "22dab443-e83b-489b-926f-b5fa2cc1d496", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1626391262&key=d60925e3d78f713c7a880f36b38508cc&cid=284311", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "DORA JUMPSUIT", "previous": {"uuid": "87a2b997-b59c-402d-92ae-165f2a2789de", "url": "https://www.simsfinds.com/continue?key=d60925e3d78f713c7a880f36b38508cc", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "DORA JUMPSUIT", "previous": {"uuid": "d90478c9-2801-4a10-86d4-658f0aaa8355", "url": "https://www.simsfinds.com/downloads/284311/dora-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "DORA JUMPSUIT", "previous": null}}}}
2025-02-06 17:31:00:611  {"uuid": "c9171044-e482-42f5-870c-aceb5ed9ef5f", "url": "https://ruchellsims-cc.blogspot.com/2023/01/satin-snake-coil-sandals.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "321a40a2-574b-4171-87ab-de7ef4a5b1bd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1674158578&key=f2e7ab613b2c2594dcae070232d216b1&cid=318839", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SATIN SNAKE-COIL SANDALS - free", "previous": {"uuid": "5681815b-62e5-4e06-b88e-c88636e6620f", "url": "https://www.simsfinds.com/continue?key=f2e7ab613b2c2594dcae070232d216b1", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SATIN SNAKE-COIL SANDALS - free", "previous": {"uuid": "296b3250-4c55-4ee2-a7c9-5c4cceab0d16", "url": "https://www.simsfinds.com/downloads/318839/satin-snake-coil-sandals-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SATIN SNAKE-COIL SANDALS - free", "previous": null}}}}
2025-02-06 17:31:00:611  {"uuid": "0975bc79-f395-4bfb-945d-5e8c191e974a", "url": "https://quen2n.tumblr.com/post/613218622776688640/megan-thee-stallion-venus-prototype-latex", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "529e3804-4f4e-480c-846b-1ecdb53c4588", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1584847097&key=651c38ee48f55b9d809f8a98e568e208&cid=202822", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Venus Prototype Latex", "previous": {"uuid": "9f4300f1-e7ce-457e-823d-4c288b9b9ec9", "url": "https://www.simsfinds.com/continue?key=651c38ee48f55b9d809f8a98e568e208", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Venus Prototype Latex", "previous": {"uuid": "23451f9e-5750-4290-bd92-dfcac05f30fb", "url": "https://www.simsfinds.com/downloads/202822/venus-prototype-latex-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Venus Prototype Latex", "previous": null}}}}
2025-02-06 17:31:00:641  {"uuid": "b72aa081-8a8f-4878-b93d-c941e477dcca", "url": "https://wcifsareclosed.tumblr.com/post/178281909132/this-is-my-favorite-piece-of-cc-so-i-made-sure-it", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b676141d-c30a-4f46-9da6-7306ff10b143", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1635483782&key=9558ee1d18cfafa8b90d325b628c8bb0&cid=127311", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kream Bodysuit by ayoshi-sims", "previous": {"uuid": "a3f0c338-e115-4f06-8237-d59fb524305f", "url": "https://www.simsfinds.com/continue?key=9558ee1d18cfafa8b90d325b628c8bb0", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kream Bodysuit by ayoshi-sims", "previous": {"uuid": "05ea9e43-5cf4-4e74-abd6-4f51a301dd53", "url": "https://www.simsfinds.com/downloads/127311/kream-bodysuit-by-ayoshi-sims-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kream Bodysuit by ayoshi-sims", "previous": null}}}}
2025-02-06 17:31:00:641  {"uuid": "72e95404-d826-42f7-a8f7-e360ca529c4e", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/fila-disruptor-sneakers-2/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b74965ef-3cc5-4b54-a1f6-3686f5f1c766", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1654626658&key=14ab8ce748a0d495450aa58151eccf04&cid=306881", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Fila disruptor 2", "previous": {"uuid": "9be977c7-52b4-4040-86f2-8b1e6383cb97", "url": "https://www.simsfinds.com/continue?key=14ab8ce748a0d495450aa58151eccf04", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Fila disruptor 2", "previous": {"uuid": "68d2d18c-0d8b-41f6-8310-d3e88003170b", "url": "https://www.simsfinds.com/downloads/306881/ts4-fila-disruptor-2-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Fila disruptor 2", "previous": null}}}}
